Time,Quadrant Number,Ball Colour,Type (Entry or Exit)
0:00:55.266667,4,red,Entry
0:00:55.266667,2,red,Exit
0:00:55.266667,2,red,Entry
0:00:55.266667,4,red,Exit
0:00:55.266667,4,white,Entry
0:00:55.266667,1,white,Exit
0:00:55.266667,2,white,Entry
0:00:55.266667,4,white,Exit
0:00:55.266667,4,white,Entry
0:00:55.266667,2,white,Exit
0:00:55.266667,2,white,Entry
0:00:55.266667,4,white,Exit
0:00:55.300000,4,red,Entry
0:00:55.300000,2,red,Exit
0:00:55.300000,2,red,Entry
0:00:55.300000,4,red,Exit
0:00:55.300000,4,white,Entry
0:00:55.300000,2,white,Exit
0:00:55.300000,2,white,Entry
0:00:55.300000,4,white,Exit
0:00:55.300000,4,white,Entry
0:00:55.300000,2,white,Exit
0:00:55.300000,2,white,Entry
0:00:55.300000,4,white,Exit
0:00:55.333333,4,red,Entry
0:00:55.333333,2,red,Exit
0:00:55.333333,2,red,Entry
0:00:55.333333,4,red,Exit
0:00:55.333333,4,white,Entry
0:00:55.333333,2,white,Exit
0:00:55.333333,3,white,Entry
0:00:55.333333,4,white,Exit
0:00:55.333333,4,white,Entry
0:00:55.333333,3,white,Exit
0:00:55.333333,2,white,Entry
0:00:55.333333,4,white,Exit
0:00:55.333333,4,white,Entry
0:00:55.333333,2,white,Exit
0:00:55.333333,2,white,Entry
0:00:55.333333,4,white,Exit
0:00:55.333333,1,white,Entry
0:00:55.333333,2,white,Exit
0:00:55.333333,2,white,Entry
0:00:55.333333,1,white,Exit
0:00:55.366667,4,red,Entry
0:00:55.366667,2,red,Exit
0:00:55.366667,2,red,Entry
0:00:55.366667,4,red,Exit
0:00:55.366667,4,red,Entry
0:00:55.366667,2,red,Exit
0:00:55.366667,2,red,Entry
0:00:55.366667,4,red,Exit
0:00:55.366667,4,white,Entry
0:00:55.366667,2,white,Exit
0:00:55.366667,2,white,Entry
0:00:55.366667,4,white,Exit
0:00:55.366667,4,white,Entry
0:00:55.366667,2,white,Exit
0:00:55.366667,2,white,Entry
0:00:55.366667,4,white,Exit
0:00:55.366667,4,white,Entry
0:00:55.366667,2,white,Exit
0:00:55.366667,2,white,Entry
0:00:55.366667,4,white,Exit
0:00:55.366667,1,white,Entry
0:00:55.366667,2,white,Exit
0:00:55.366667,2,white,Entry
0:00:55.366667,1,white,Exit
0:00:55.366667,1,white,Entry
0:00:55.366667,2,white,Exit
0:00:55.366667,2,white,Entry
0:00:55.366667,1,white,Exit
0:00:55.400000,4,red,Entry
0:00:55.400000,2,red,Exit
0:00:55.400000,2,red,Entry
0:00:55.400000,4,red,Exit
0:00:55.400000,4,red,Entry
0:00:55.400000,2,red,Exit
0:00:55.400000,2,red,Entry
0:00:55.400000,4,red,Exit
0:00:55.400000,4,white,Entry
0:00:55.400000,2,white,Exit
0:00:55.400000,2,white,Entry
0:00:55.400000,4,white,Exit
0:00:55.400000,4,white,Entry
0:00:55.400000,2,white,Exit
0:00:55.400000,2,white,Entry
0:00:55.400000,4,white,Exit
0:00:55.400000,1,white,Entry
0:00:55.400000,2,white,Exit
0:00:55.400000,2,white,Entry
0:00:55.400000,1,white,Exit
0:00:55.400000,1,white,Entry
0:00:55.400000,2,white,Exit
0:00:55.400000,2,white,Entry
0:00:55.400000,1,white,Exit
0:00:55.400000,4,white,Entry
0:00:55.400000,2,white,Exit
0:00:55.400000,2,white,Entry
0:00:55.400000,4,white,Exit
0:00:55.433333,4,red,Entry
0:00:55.433333,2,red,Exit
0:00:55.433333,2,red,Entry
0:00:55.433333,4,red,Exit
0:00:55.433333,4,white,Entry
0:00:55.433333,2,white,Exit
0:00:55.433333,2,white,Entry
0:00:55.433333,4,white,Exit
0:00:55.433333,1,white,Entry
0:00:55.433333,2,white,Exit
0:00:55.433333,2,white,Entry
0:00:55.433333,1,white,Exit
0:00:55.433333,1,white,Entry
0:00:55.433333,2,white,Exit
0:00:55.433333,2,white,Entry
0:00:55.433333,1,white,Exit
0:00:55.433333,1,white,Entry
0:00:55.433333,2,white,Exit
0:00:55.433333,2,white,Entry
0:00:55.433333,1,white,Exit
0:00:55.433333,1,white,Entry
0:00:55.433333,2,white,Exit
0:00:55.433333,2,white,Entry
0:00:55.433333,1,white,Exit
0:00:55.433333,1,white,Entry
0:00:55.433333,2,white,Exit
0:00:55.433333,2,white,Entry
0:00:55.433333,1,white,Exit
0:00:55.433333,4,white,Entry
0:00:55.433333,2,white,Exit
0:00:55.433333,2,white,Entry
0:00:55.433333,4,white,Exit
0:00:55.466667,4,red,Entry
0:00:55.466667,2,red,Exit
0:00:55.466667,2,red,Entry
0:00:55.466667,4,red,Exit
0:00:55.466667,4,white,Entry
0:00:55.466667,2,white,Exit
0:00:55.466667,2,white,Entry
0:00:55.466667,4,white,Exit
0:00:55.466667,1,white,Entry
0:00:55.466667,2,white,Exit
0:00:55.466667,2,white,Entry
0:00:55.466667,1,white,Exit
0:00:55.466667,1,white,Entry
0:00:55.466667,2,white,Exit
0:00:55.466667,2,white,Entry
0:00:55.466667,1,white,Exit
0:00:55.466667,1,white,Entry
0:00:55.466667,2,white,Exit
0:00:55.466667,2,white,Entry
0:00:55.466667,1,white,Exit
0:00:55.466667,4,white,Entry
0:00:55.466667,2,white,Exit
0:00:55.466667,2,white,Entry
0:00:55.466667,4,white,Exit
0:00:55.466667,1,white,Entry
0:00:55.466667,2,white,Exit
0:00:55.466667,2,white,Entry
0:00:55.466667,1,white,Exit
0:00:55.500000,4,red,Entry
0:00:55.500000,2,red,Exit
0:00:55.500000,2,red,Entry
0:00:55.500000,4,red,Exit
0:00:55.500000,4,white,Entry
0:00:55.500000,2,white,Exit
0:00:55.500000,2,white,Entry
0:00:55.500000,4,white,Exit
0:00:55.500000,4,white,Entry
0:00:55.500000,2,white,Exit
0:00:55.500000,2,white,Entry
0:00:55.500000,4,white,Exit
0:00:55.500000,1,white,Entry
0:00:55.500000,2,white,Exit
0:00:55.500000,2,white,Entry
0:00:55.500000,1,white,Exit
0:00:55.500000,1,white,Entry
0:00:55.500000,2,white,Exit
0:00:55.500000,2,white,Entry
0:00:55.500000,1,white,Exit
0:00:55.500000,1,white,Entry
0:00:55.500000,2,white,Exit
0:00:55.500000,2,white,Entry
0:00:55.500000,1,white,Exit
0:00:55.500000,1,white,Entry
0:00:55.500000,2,white,Exit
0:00:55.500000,2,white,Entry
0:00:55.500000,1,white,Exit
0:00:55.533333,4,red,Entry
0:00:55.533333,2,red,Exit
0:00:55.533333,2,red,Entry
0:00:55.533333,4,red,Exit
0:00:55.533333,4,white,Entry
0:00:55.533333,2,white,Exit
0:00:55.533333,2,white,Entry
0:00:55.533333,4,white,Exit
0:00:55.533333,1,white,Entry
0:00:55.533333,2,white,Exit
0:00:55.533333,2,white,Entry
0:00:55.533333,1,white,Exit
0:00:55.533333,1,white,Entry
0:00:55.533333,2,white,Exit
0:00:55.533333,2,white,Entry
0:00:55.533333,1,white,Exit
0:00:55.533333,1,white,Entry
0:00:55.533333,2,white,Exit
0:00:55.533333,2,white,Entry
0:00:55.533333,1,white,Exit
0:00:55.533333,1,white,Entry
0:00:55.533333,2,white,Exit
0:00:55.533333,2,white,Entry
0:00:55.533333,1,white,Exit
0:00:55.566667,4,red,Entry
0:00:55.566667,2,red,Exit
0:00:55.566667,4,white,Entry
0:00:55.566667,2,white,Exit
0:00:55.566667,2,white,Entry
0:00:55.566667,4,white,Exit
0:00:55.600000,4,white,Entry
0:00:55.600000,2,white,Exit
0:00:55.600000,2,white,Entry
0:00:55.600000,4,white,Exit
0:00:55.600000,1,white,Entry
0:00:55.600000,2,white,Exit
0:00:55.633333,4,white,Entry
0:00:55.633333,1,white,Exit
0:00:55.633333,2,white,Entry
0:00:55.633333,4,white,Exit
0:00:55.666667,4,white,Entry
0:00:55.666667,2,white,Exit
0:00:56.600000,2,red,Entry
0:00:56.600000,4,red,Exit
0:00:56.633333,4,red,Entry
0:00:56.633333,2,red,Exit
0:00:56.633333,2,red,Entry
0:00:56.633333,4,red,Exit
0:00:56.666667,4,red,Entry
0:00:56.666667,2,red,Exit
0:00:56.700000,2,red,Entry
0:00:56.700000,4,red,Exit
0:00:56.733333,4,red,Entry
0:00:56.733333,2,red,Exit
0:00:56.733333,2,red,Entry
0:00:56.733333,4,red,Exit
0:00:56.766667,4,red,Entry
0:00:56.766667,2,red,Exit
0:00:56.766667,2,red,Entry
0:00:56.766667,4,red,Exit
0:00:56.800000,4,red,Entry
0:00:56.800000,2,red,Exit
0:00:56.800000,2,red,Entry
0:00:56.800000,4,red,Exit
0:00:56.833333,4,red,Entry
0:00:56.833333,2,red,Exit
0:00:56.833333,2,red,Entry
0:00:56.833333,4,red,Exit
0:00:56.866667,4,red,Entry
0:00:56.866667,2,red,Exit
0:00:56.866667,2,red,Entry
0:00:56.866667,4,red,Exit
0:00:56.900000,4,red,Entry
0:00:56.900000,2,red,Exit
0:00:56.900000,2,red,Entry
0:00:56.900000,4,red,Exit
0:00:56.900000,2,white,Entry
0:00:56.900000,4,white,Exit
0:00:56.900000,1,white,Entry
0:00:56.900000,2,white,Exit
0:00:56.933333,4,red,Entry
0:00:56.933333,2,red,Exit
0:00:56.933333,2,red,Entry
0:00:56.933333,4,red,Exit
0:00:56.933333,4,white,Entry
0:00:56.933333,1,white,Exit
0:00:56.933333,2,white,Entry
0:00:56.933333,4,white,Exit
0:00:56.966667,4,red,Entry
0:00:56.966667,2,red,Exit
0:00:56.966667,2,red,Entry
0:00:56.966667,4,red,Exit
0:00:56.966667,4,white,Entry
0:00:56.966667,2,white,Exit
0:00:56.966667,2,white,Entry
0:00:56.966667,4,white,Exit
0:00:57,4,red,Entry
0:00:57,2,red,Exit
0:00:57,2,red,Entry
0:00:57,4,red,Exit
0:00:57,4,white,Entry
0:00:57,2,white,Exit
0:00:57,2,white,Entry
0:00:57,4,white,Exit
0:00:57,1,white,Entry
0:00:57,2,white,Exit
0:00:57,2,white,Entry
0:00:57,1,white,Exit
0:00:57,4,white,Entry
0:00:57,2,white,Exit
0:00:57,2,white,Entry
0:00:57,4,white,Exit
0:00:57.033333,4,red,Entry
0:00:57.033333,2,red,Exit
0:00:57.033333,2,red,Entry
0:00:57.033333,4,red,Exit
0:00:57.033333,4,white,Entry
0:00:57.033333,2,white,Exit
0:00:57.033333,2,white,Entry
0:00:57.033333,4,white,Exit
0:00:57.033333,1,white,Entry
0:00:57.033333,2,white,Exit
0:00:57.033333,2,white,Entry
0:00:57.033333,1,white,Exit
0:00:57.033333,4,white,Entry
0:00:57.033333,2,white,Exit
0:00:57.033333,2,white,Entry
0:00:57.033333,4,white,Exit
0:00:57.033333,1,white,Entry
0:00:57.033333,2,white,Exit
0:00:57.033333,2,white,Entry
0:00:57.033333,1,white,Exit
0:00:57.033333,1,white,Entry
0:00:57.033333,2,white,Exit
0:00:57.033333,2,white,Entry
0:00:57.033333,1,white,Exit
0:00:57.033333,1,white,Entry
0:00:57.033333,2,white,Exit
0:00:57.066667,4,red,Entry
0:00:57.066667,2,red,Exit
0:00:57.066667,2,red,Entry
0:00:57.066667,4,red,Exit
0:00:57.066667,4,white,Entry
0:00:57.066667,1,white,Exit
0:00:57.066667,2,white,Entry
0:00:57.066667,4,white,Exit
0:00:57.066667,1,white,Entry
0:00:57.066667,2,white,Exit
0:00:57.066667,2,white,Entry
0:00:57.066667,1,white,Exit
0:00:57.066667,1,white,Entry
0:00:57.066667,2,white,Exit
0:00:57.066667,2,white,Entry
0:00:57.066667,1,white,Exit
0:00:57.066667,4,white,Entry
0:00:57.066667,2,white,Exit
0:00:57.066667,1,white,Entry
0:00:57.066667,4,white,Exit
0:00:57.066667,2,white,Entry
0:00:57.066667,1,white,Exit
0:00:57.066667,1,white,Entry
0:00:57.066667,2,white,Exit
0:00:57.066667,2,white,Entry
0:00:57.066667,1,white,Exit
0:00:57.066667,1,white,Entry
0:00:57.066667,2,white,Exit
0:00:57.066667,2,white,Entry
0:00:57.066667,1,white,Exit
0:00:57.100000,4,red,Entry
0:00:57.100000,2,red,Exit
0:00:57.100000,2,red,Entry
0:00:57.100000,4,red,Exit
0:00:57.100000,4,white,Entry
0:00:57.100000,2,white,Exit
0:00:57.100000,2,white,Entry
0:00:57.100000,4,white,Exit
0:00:57.100000,1,white,Entry
0:00:57.100000,2,white,Exit
0:00:57.100000,2,white,Entry
0:00:57.100000,1,white,Exit
0:00:57.100000,4,white,Entry
0:00:57.100000,2,white,Exit
0:00:57.100000,2,white,Entry
0:00:57.100000,4,white,Exit
0:00:57.100000,1,white,Entry
0:00:57.100000,2,white,Exit
0:00:57.100000,2,white,Entry
0:00:57.100000,1,white,Exit
0:00:57.100000,1,white,Entry
0:00:57.100000,2,white,Exit
0:00:57.100000,2,white,Entry
0:00:57.100000,1,white,Exit
0:00:57.100000,1,white,Entry
0:00:57.100000,2,white,Exit
0:00:57.100000,2,white,Entry
0:00:57.100000,1,white,Exit
0:00:57.133333,4,red,Entry
0:00:57.133333,2,red,Exit
0:00:57.133333,2,red,Entry
0:00:57.133333,4,red,Exit
0:00:57.133333,4,white,Entry
0:00:57.133333,2,white,Exit
0:00:57.133333,2,white,Entry
0:00:57.133333,4,white,Exit
0:00:57.133333,1,white,Entry
0:00:57.133333,2,white,Exit
0:00:57.133333,2,white,Entry
0:00:57.133333,1,white,Exit
0:00:57.133333,4,white,Entry
0:00:57.133333,2,white,Exit
0:00:57.133333,1,white,Entry
0:00:57.133333,4,white,Exit
0:00:57.133333,2,white,Entry
0:00:57.133333,1,white,Exit
0:00:57.133333,1,white,Entry
0:00:57.133333,2,white,Exit
0:00:57.133333,2,white,Entry
0:00:57.133333,1,white,Exit
0:00:57.133333,1,white,Entry
0:00:57.133333,2,white,Exit
0:00:57.133333,2,white,Entry
0:00:57.133333,1,white,Exit
0:00:57.133333,1,white,Entry
0:00:57.133333,2,white,Exit
0:00:57.133333,2,white,Entry
0:00:57.133333,1,white,Exit
0:00:57.166667,4,red,Entry
0:00:57.166667,2,red,Exit
0:00:57.166667,2,red,Entry
0:00:57.166667,4,red,Exit
0:00:57.166667,4,white,Entry
0:00:57.166667,2,white,Exit
0:00:57.166667,2,white,Entry
0:00:57.166667,4,white,Exit
0:00:57.166667,1,white,Entry
0:00:57.166667,2,white,Exit
0:00:57.166667,2,white,Entry
0:00:57.166667,1,white,Exit
0:00:57.166667,1,white,Entry
0:00:57.166667,2,white,Exit
0:00:57.166667,2,white,Entry
0:00:57.166667,1,white,Exit
0:00:57.166667,4,white,Entry
0:00:57.166667,2,white,Exit
0:00:57.166667,2,white,Entry
0:00:57.166667,4,white,Exit
0:00:57.166667,1,white,Entry
0:00:57.166667,2,white,Exit
0:00:57.166667,2,white,Entry
0:00:57.166667,1,white,Exit
0:00:57.166667,1,white,Entry
0:00:57.166667,2,white,Exit
0:00:57.166667,2,white,Entry
0:00:57.166667,1,white,Exit
0:00:57.166667,1,white,Entry
0:00:57.166667,2,white,Exit
0:00:57.166667,2,white,Entry
0:00:57.166667,1,white,Exit
0:00:57.200000,4,red,Entry
0:00:57.200000,2,red,Exit
0:00:57.200000,2,red,Entry
0:00:57.200000,4,red,Exit
0:00:57.200000,4,white,Entry
0:00:57.200000,2,white,Exit
0:00:57.200000,2,white,Entry
0:00:57.200000,4,white,Exit
0:00:57.200000,1,white,Entry
0:00:57.200000,2,white,Exit
0:00:57.200000,2,white,Entry
0:00:57.200000,1,white,Exit
0:00:57.200000,1,white,Entry
0:00:57.200000,2,white,Exit
0:00:57.200000,2,white,Entry
0:00:57.200000,1,white,Exit
0:00:57.200000,1,white,Entry
0:00:57.200000,2,white,Exit
0:00:57.200000,2,white,Entry
0:00:57.200000,1,white,Exit
0:00:57.200000,4,white,Entry
0:00:57.200000,2,white,Exit
0:00:57.200000,1,white,Entry
0:00:57.200000,4,white,Exit
0:00:57.200000,2,white,Entry
0:00:57.200000,1,white,Exit
0:00:57.200000,1,white,Entry
0:00:57.200000,2,white,Exit
0:00:57.200000,2,white,Entry
0:00:57.200000,1,white,Exit
0:00:57.200000,1,white,Entry
0:00:57.200000,2,white,Exit
0:00:57.200000,2,white,Entry
0:00:57.200000,1,white,Exit
0:00:57.233333,4,red,Entry
0:00:57.233333,2,red,Exit
0:00:57.233333,2,red,Entry
0:00:57.233333,4,red,Exit
0:00:57.233333,4,white,Entry
0:00:57.233333,2,white,Exit
0:00:57.233333,2,white,Entry
0:00:57.233333,4,white,Exit
0:00:57.233333,4,white,Entry
0:00:57.233333,2,white,Exit
0:00:57.233333,2,white,Entry
0:00:57.233333,4,white,Exit
0:00:57.233333,1,white,Entry
0:00:57.233333,2,white,Exit
0:00:57.233333,2,white,Entry
0:00:57.233333,1,white,Exit
0:00:57.233333,1,white,Entry
0:00:57.233333,2,white,Exit
0:00:57.233333,2,white,Entry
0:00:57.233333,1,white,Exit
0:00:57.233333,1,white,Entry
0:00:57.233333,2,white,Exit
0:00:57.233333,2,white,Entry
0:00:57.233333,1,white,Exit
0:00:57.233333,1,white,Entry
0:00:57.233333,2,white,Exit
0:00:57.233333,2,white,Entry
0:00:57.233333,1,white,Exit
0:00:57.233333,1,white,Entry
0:00:57.233333,2,white,Exit
0:00:57.233333,2,white,Entry
0:00:57.233333,1,white,Exit
0:00:57.233333,1,white,Entry
0:00:57.233333,2,white,Exit
0:00:57.233333,2,white,Entry
0:00:57.233333,1,white,Exit
0:00:57.233333,1,white,Entry
0:00:57.233333,2,white,Exit
0:00:57.233333,2,white,Entry
0:00:57.233333,1,white,Exit
0:00:57.233333,1,white,Entry
0:00:57.233333,2,white,Exit
0:00:57.233333,2,white,Entry
0:00:57.233333,1,white,Exit
0:00:57.266667,4,red,Entry
0:00:57.266667,2,red,Exit
0:00:57.266667,2,red,Entry
0:00:57.266667,4,red,Exit
0:00:57.266667,4,white,Entry
0:00:57.266667,2,white,Exit
0:00:57.266667,2,white,Entry
0:00:57.266667,4,white,Exit
0:00:57.266667,1,white,Entry
0:00:57.266667,2,white,Exit
0:00:57.266667,2,white,Entry
0:00:57.266667,1,white,Exit
0:00:57.266667,1,white,Entry
0:00:57.266667,2,white,Exit
0:00:57.266667,2,white,Entry
0:00:57.266667,1,white,Exit
0:00:57.266667,1,white,Entry
0:00:57.266667,2,white,Exit
0:00:57.266667,2,white,Entry
0:00:57.266667,1,white,Exit
0:00:57.266667,1,white,Entry
0:00:57.266667,2,white,Exit
0:00:57.266667,2,white,Entry
0:00:57.266667,1,white,Exit
0:00:57.266667,1,white,Entry
0:00:57.266667,2,white,Exit
0:00:57.266667,2,white,Entry
0:00:57.266667,1,white,Exit
0:00:57.266667,1,white,Entry
0:00:57.266667,2,white,Exit
0:00:57.266667,2,white,Entry
0:00:57.266667,1,white,Exit
0:00:57.266667,1,white,Entry
0:00:57.266667,2,white,Exit
0:00:57.266667,2,white,Entry
0:00:57.266667,1,white,Exit
0:00:57.300000,4,red,Entry
0:00:57.300000,2,red,Exit
0:00:57.300000,4,white,Entry
0:00:57.300000,2,white,Exit
0:00:57.300000,2,white,Entry
0:00:57.300000,4,white,Exit
0:00:57.333333,4,white,Entry
0:00:57.333333,2,white,Exit
0:00:57.333333,2,white,Entry
0:00:57.333333,4,white,Exit
0:00:57.366667,4,white,Entry
0:00:57.366667,2,white,Exit
0:00:57.366667,2,white,Entry
0:00:57.366667,4,white,Exit
0:00:59.200000,4,white,Entry
0:00:59.200000,2,white,Exit
0:00:59.200000,2,white,Entry
0:00:59.200000,4,white,Exit
0:00:59.233333,4,white,Entry
0:00:59.233333,2,white,Exit
0:00:59.233333,2,white,Entry
0:00:59.233333,4,white,Exit
0:00:59.266667,4,white,Entry
0:00:59.266667,2,white,Exit
0:00:59.266667,2,white,Entry
0:00:59.266667,4,white,Exit
0:00:59.300000,4,white,Entry
0:00:59.300000,2,white,Exit
0:00:59.300000,2,white,Entry
0:00:59.300000,4,white,Exit
0:00:59.333333,4,white,Entry
0:00:59.333333,2,white,Exit
0:00:59.333333,2,white,Entry
0:00:59.333333,4,white,Exit
0:00:59.366667,4,white,Entry
0:00:59.366667,2,white,Exit
0:00:59.366667,2,white,Entry
0:00:59.366667,4,white,Exit
0:00:59.400000,4,white,Entry
0:00:59.400000,2,white,Exit
0:00:59.400000,2,white,Entry
0:00:59.400000,4,white,Exit
0:00:59.433333,3,red,Entry
0:00:59.433333,4,red,Exit
0:00:59.433333,4,red,Entry
0:00:59.433333,3,red,Exit
0:00:59.433333,4,white,Entry
0:00:59.433333,2,white,Exit
0:00:59.433333,2,white,Entry
0:00:59.433333,4,white,Exit
0:00:59.466667,4,white,Entry
0:00:59.466667,2,white,Exit
0:00:59.466667,2,white,Entry
0:00:59.466667,4,white,Exit
0:00:59.500000,3,red,Entry
0:00:59.500000,4,red,Exit
0:00:59.500000,4,red,Entry
0:00:59.500000,3,red,Exit
0:00:59.500000,4,white,Entry
0:00:59.500000,2,white,Exit
0:00:59.500000,2,white,Entry
0:00:59.500000,4,white,Exit
0:00:59.533333,3,red,Entry
0:00:59.533333,4,red,Exit
0:00:59.533333,4,red,Entry
0:00:59.533333,3,red,Exit
0:00:59.533333,4,white,Entry
0:00:59.533333,2,white,Exit
0:00:59.533333,2,white,Entry
0:00:59.533333,4,white,Exit
0:00:59.566667,3,red,Entry
0:00:59.566667,4,red,Exit
0:00:59.566667,4,red,Entry
0:00:59.566667,3,red,Exit
0:00:59.566667,4,white,Entry
0:00:59.566667,2,white,Exit
0:00:59.566667,2,white,Entry
0:00:59.566667,4,white,Exit
0:00:59.600000,3,red,Entry
0:00:59.600000,4,red,Exit
0:00:59.600000,4,red,Entry
0:00:59.600000,3,red,Exit
0:00:59.600000,4,white,Entry
0:00:59.600000,2,white,Exit
0:00:59.600000,2,white,Entry
0:00:59.600000,4,white,Exit
0:00:59.633333,3,red,Entry
0:00:59.633333,4,red,Exit
0:00:59.633333,4,red,Entry
0:00:59.633333,3,red,Exit
0:00:59.633333,4,white,Entry
0:00:59.633333,2,white,Exit
0:00:59.633333,2,white,Entry
0:00:59.633333,4,white,Exit
0:00:59.666667,3,red,Entry
0:00:59.666667,4,red,Exit
0:00:59.666667,4,red,Entry
0:00:59.666667,3,red,Exit
0:00:59.666667,4,white,Entry
0:00:59.666667,2,white,Exit
0:00:59.666667,2,white,Entry
0:00:59.666667,4,white,Exit
0:00:59.700000,3,red,Entry
0:00:59.700000,4,red,Exit
0:00:59.700000,4,red,Entry
0:00:59.700000,3,red,Exit
0:00:59.700000,4,white,Entry
0:00:59.700000,2,white,Exit
0:00:59.700000,2,white,Entry
0:00:59.700000,4,white,Exit
0:00:59.733333,4,white,Entry
0:00:59.733333,2,white,Exit
0:00:59.733333,2,white,Entry
0:00:59.733333,4,white,Exit
0:00:59.766667,4,white,Entry
0:00:59.766667,2,white,Exit
0:00:59.766667,2,white,Entry
0:00:59.766667,4,white,Exit
0:00:59.800000,4,white,Entry
0:00:59.800000,2,white,Exit
0:00:59.800000,2,white,Entry
0:00:59.800000,4,white,Exit
0:00:59.833333,4,white,Entry
0:00:59.833333,2,white,Exit
0:00:59.833333,2,white,Entry
0:00:59.833333,4,white,Exit
0:00:59.866667,4,white,Entry
0:00:59.866667,2,white,Exit
0:00:59.866667,2,white,Entry
0:00:59.866667,4,white,Exit
0:00:59.900000,4,white,Entry
0:00:59.900000,2,white,Exit
0:00:59.900000,2,white,Entry
0:00:59.900000,4,white,Exit
0:00:59.933333,4,white,Entry
0:00:59.933333,2,white,Exit
0:00:59.933333,2,white,Entry
0:00:59.933333,4,white,Exit
0:00:59.966667,4,white,Entry
0:00:59.966667,2,white,Exit
0:00:59.966667,2,white,Entry
0:00:59.966667,4,white,Exit
0:01:00,4,white,Entry
0:01:00,2,white,Exit
0:01:00,2,white,Entry
0:01:00,4,white,Exit
0:01:00.033333,4,white,Entry
0:01:00.033333,2,white,Exit
0:01:00.033333,2,white,Entry
0:01:00.033333,4,white,Exit
0:01:00.066667,3,red,Entry
0:01:00.066667,4,red,Exit
0:01:00.066667,4,white,Entry
0:01:00.066667,2,white,Exit
0:01:00.066667,2,white,Entry
0:01:00.066667,4,white,Exit
0:01:00.100000,3,white,Entry
0:01:00.100000,2,white,Exit
0:01:00.100000,4,white,Entry
0:01:00.100000,3,white,Exit
0:01:00.100000,2,white,Entry
0:01:00.100000,4,white,Exit
0:01:00.133333,3,white,Entry
0:01:00.133333,2,white,Exit
0:01:00.133333,2,white,Entry
0:01:00.133333,3,white,Exit
0:01:00.166667,3,white,Entry
0:01:00.166667,2,white,Exit
0:01:00.166667,2,white,Entry
0:01:00.166667,3,white,Exit
0:01:00.200000,3,white,Entry
0:01:00.200000,2,white,Exit
0:01:00.200000,2,white,Entry
0:01:00.200000,3,white,Exit
0:01:00.233333,3,white,Entry
0:01:00.233333,2,white,Exit
0:01:00.233333,2,white,Entry
0:01:00.233333,3,white,Exit
0:01:00.266667,3,white,Entry
0:01:00.266667,2,white,Exit
0:01:00.266667,2,white,Entry
0:01:00.266667,3,white,Exit
0:01:00.300000,4,white,Entry
0:01:00.300000,2,white,Exit
0:01:00.300000,3,white,Entry
0:01:00.300000,4,white,Exit
0:01:00.300000,2,white,Entry
0:01:00.300000,3,white,Exit
0:01:00.333333,4,white,Entry
0:01:00.333333,2,white,Exit
0:01:00.333333,3,white,Entry
0:01:00.333333,4,white,Exit
0:01:00.333333,2,white,Entry
0:01:00.333333,3,white,Exit
0:01:00.366667,3,white,Entry
0:01:00.366667,2,white,Exit
0:01:00.366667,2,white,Entry
0:01:00.366667,3,white,Exit
0:01:00.400000,3,white,Entry
0:01:00.400000,2,white,Exit
0:01:00.400000,4,white,Entry
0:01:00.400000,3,white,Exit
0:01:00.400000,2,white,Entry
0:01:00.400000,4,white,Exit
0:01:00.433333,3,white,Entry
0:01:00.433333,2,white,Exit
0:01:00.433333,2,white,Entry
0:01:00.433333,3,white,Exit
0:01:00.466667,3,white,Entry
0:01:00.466667,2,white,Exit
0:01:00.466667,2,white,Entry
0:01:00.466667,3,white,Exit
0:01:00.500000,3,white,Entry
0:01:00.500000,2,white,Exit
0:01:00.500000,2,white,Entry
0:01:00.500000,3,white,Exit
0:01:00.533333,3,white,Entry
0:01:00.533333,2,white,Exit
0:01:00.533333,2,white,Entry
0:01:00.533333,3,white,Exit
0:01:00.566667,3,white,Entry
0:01:00.566667,2,white,Exit
0:01:00.566667,2,white,Entry
0:01:00.566667,3,white,Exit
0:01:00.600000,3,white,Entry
0:01:00.600000,2,white,Exit
0:01:00.600000,4,white,Entry
0:01:00.600000,3,white,Exit
0:01:00.600000,3,white,Entry
0:01:00.600000,4,white,Exit
0:01:00.600000,2,white,Entry
0:01:00.600000,3,white,Exit
0:01:00.633333,3,white,Entry
0:01:00.633333,2,white,Exit
0:01:00.633333,2,white,Entry
0:01:00.633333,3,white,Exit
0:01:00.666667,3,white,Entry
0:01:00.666667,2,white,Exit
0:01:00.666667,2,white,Entry
0:01:00.666667,3,white,Exit
0:01:00.700000,3,white,Entry
0:01:00.700000,2,white,Exit
0:01:00.700000,2,white,Entry
0:01:00.700000,3,white,Exit
0:01:00.733333,3,white,Entry
0:01:00.733333,2,white,Exit
0:01:00.733333,2,white,Entry
0:01:00.733333,3,white,Exit
0:01:00.766667,3,white,Entry
0:01:00.766667,2,white,Exit
0:01:00.766667,2,white,Entry
0:01:00.766667,3,white,Exit
0:01:00.800000,3,white,Entry
0:01:00.800000,2,white,Exit
0:01:00.800000,2,white,Entry
0:01:00.800000,3,white,Exit
0:01:00.833333,3,white,Entry
0:01:00.833333,2,white,Exit
0:01:00.833333,2,white,Entry
0:01:00.833333,3,white,Exit
0:01:00.866667,3,white,Entry
0:01:00.866667,2,white,Exit
0:01:00.866667,2,white,Entry
0:01:00.866667,3,white,Exit
0:01:00.900000,3,white,Entry
